[        0,         0,  0.005208,   0.01042,   0.01563,   0.02083,   0.02604,   0.03125,   0.03646,   0.04167,   0.04688,   0.05208,   0.05729,    0.0625,   0.06771,   0.07292,   0.07813,   0.08333,   0.08854,   0.09375,   0.09896,    0.1042,    0.1094,    0.1146,    0.1198,     0.125,    0.1302,    0.1354,    0.1406,    0.1458,     0.151,    0.1563,    0.1615,    0.1667,    0.1719,    0.1771,    0.1823,    0.1875,    0.1927,    0.1979,    0.2031,    0.2083,    0.2135,    0.2188,     0.224,    0.2292,    0.2344,    0.2396,    0.2448,      0.25,    0.2552,    0.2604,    0.2656,    0.2708,     0.276,    0.2813,    0.2865,    0.2917,    0.2969,    0.3021,    0.3073,    0.3125,    0.3177,    0.3229,    0.3281,    0.3333,    0.3385,    0.3438,     0.349,    0.3542,    0.3594,    0.3646,    0.3698,     0.375,    0.3802,    0.3854,    0.3906,    0.3958,     0.401,    0.4063,    0.4115,    0.4167,    0.4219,    0.4271,    0.4323,    0.4375,    0.4427,    0.4479,    0.4531,    0.4583,    0.4635,    0.4688,     0.474,    0.4792,    0.4844,    0.4896,    0.4948]
[        0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0]
[      0.1, 3.233e-07, 4.043e-06, 2.453e-05,  9.72e-05, 0.0002859, 0.0006744,  0.001344,  0.002353,  0.003726,  0.005457,  0.007514,  0.009852,   0.01242,   0.01516,   0.01804,   0.02099,   0.02399,     0.027,   0.02999,   0.03295,   0.03585,   0.03869,   0.04145,   0.04412,    0.0467,   0.04919,   0.05158,   0.05388,   0.05609,    0.0582,   0.06022,   0.06215,   0.06399,   0.06575,   0.06742,   0.06902,   0.07054,   0.07199,   0.07337,   0.07469,   0.07594,   0.07713,   0.07826,   0.07933,   0.08036,   0.08133,   0.08226,   0.08314,   0.08397,   0.08477,   0.08553,   0.08624,   0.08693,   0.08758,   0.08819,   0.08878,   0.08934,   0.08987,   0.09037,   0.09085,    0.0913,   0.09174,   0.09215,   0.09254,   0.09291,   0.09326,    0.0936,   0.09391,   0.09422,    0.0945,   0.09478,   0.09504,   0.09528,   0.09552,   0.09574,   0.09595,   0.09615,   0.09635,   0.09653,    0.0967,   0.09686,   0.09702,   0.09717,   0.09731,   0.09744,   0.09757,   0.09769,   0.09781,   0.09791,   0.09802,   0.09812,   0.09821,    0.0983,   0.09838,   0.09846,   0.09854]
[      0.2, 1.888e-06, 2.113e-05, 0.0001147, 0.0004078,  0.001083,  0.002329,  0.004279,  0.006989,   0.01044,   0.01457,   0.01927,   0.02444,   0.02996,   0.03574,   0.04169,   0.04771,   0.05376,   0.05977,   0.06571,   0.07154,   0.07722,   0.08275,   0.08811,   0.09328,   0.09827,    0.1031,    0.1077,    0.1121,    0.1163,    0.1204,    0.1242,    0.1279,    0.1314,    0.1348,     0.138,     0.141,    0.1439,    0.1467,    0.1493,    0.1518,    0.1542,    0.1565,    0.1586,    0.1607,    0.1626,    0.1645,    0.1662,    0.1679,    0.1695,     0.171,    0.1725,    0.1738,    0.1751,    0.1764,    0.1775,    0.1787,    0.1797,    0.1807,    0.1817,    0.1826,    0.1835,    0.1843,    0.1851,    0.1858,    0.1865,    0.1872,    0.1878,    0.1884,     0.189,    0.1895,    0.1901,    0.1906,     0.191,    0.1915,    0.1919,    0.1923,    0.1927,     0.193,    0.1934,    0.1937,     0.194,    0.1943,    0.1946,    0.1949,    0.1951,    0.1954,    0.1956,    0.1958,     0.196,    0.1962,    0.1964,    0.1966,    0.1968,    0.1969,    0.1971,    0.1972]
[      0.3,  1.07e-05, 0.0001049, 0.0004976,  0.001551,  0.003642,  0.007005,   0.01168,   0.01757,   0.02448,   0.03221,   0.04056,   0.04934,   0.05841,   0.06761,   0.07686,   0.08606,   0.09514,     0.104,    0.1127,    0.1212,    0.1294,    0.1373,    0.1449,    0.1522,    0.1592,     0.166,    0.1724,    0.1786,    0.1845,    0.1901,    0.1955,    0.2006,    0.2055,    0.2101,    0.2145,    0.2188,    0.2228,    0.2266,    0.2302,    0.2337,     0.237,    0.2401,     0.243,    0.2459,    0.2486,    0.2511,    0.2535,    0.2558,     0.258,    0.2601,    0.2621,     0.264,    0.2658,    0.2675,    0.2691,    0.2706,    0.2721,    0.2735,    0.2748,     0.276,    0.2772,    0.2784,    0.2794,    0.2805,    0.2814,    0.2824,    0.2832,    0.2841,    0.2849,    0.2856,    0.2863,     0.287,    0.2877,    0.2883,    0.2889,    0.2894,    0.2899,    0.2904,    0.2909,    0.2914,    0.2918,    0.2922,    0.2926,     0.293,    0.2933,    0.2936,     0.294,    0.2943,    0.2945,    0.2948,    0.2951,    0.2953,    0.2955,    0.2958,     0.296,    0.2962]
[      0.4, 6.061e-05,  0.000509,  0.002068,  0.005551,   0.01137,   0.01942,    0.0293,   0.04052,   0.05267,   0.06538,   0.07837,   0.09145,    0.1044,    0.1172,    0.1298,     0.142,    0.1538,    0.1652,    0.1762,    0.1868,     0.197,    0.2067,     0.216,    0.2249,    0.2334,    0.2415,    0.2493,    0.2567,    0.2637,    0.2704,    0.2768,    0.2829,    0.2886,    0.2942,    0.2994,    0.3044,    0.3091,    0.3136,    0.3179,     0.322,    0.3258,    0.3295,     0.333,    0.3363,    0.3395,    0.3425,    0.3454,    0.3481,    0.3507,    0.3531,    0.3554,    0.3577,    0.3598,    0.3618,    0.3637,    0.3655,    0.3672,    0.3688,    0.3704,    0.3718,    0.3732,    0.3746,    0.3758,     0.377,    0.3782,    0.3793,    0.3803,    0.3813,    0.3822,    0.3831,    0.3839,    0.3847,    0.3855,    0.3862,    0.3869,    0.3875,    0.3882,    0.3888,    0.3893,    0.3898,    0.3903,    0.3908,    0.3913,    0.3917,    0.3921,    0.3925,    0.3929,    0.3932,    0.3936,    0.3939,    0.3942,    0.3945,    0.3948,     0.395,    0.3953,    0.3955]
[      0.5, 0.0003433,  0.002402,  0.008137,   0.01843,   0.03258,   0.04928,    0.0674,   0.08611,    0.1049,    0.1233,    0.1413,    0.1586,    0.1753,    0.1912,    0.2065,     0.221,    0.2348,    0.2479,    0.2604,    0.2723,    0.2836,    0.2944,    0.3046,    0.3143,    0.3236,    0.3323,    0.3407,    0.3486,    0.3561,    0.3633,    0.3701,    0.3765,    0.3827,    0.3885,     0.394,    0.3993,    0.4043,    0.4091,    0.4136,    0.4179,     0.422,    0.4258,    0.4295,     0.433,    0.4364,    0.4395,    0.4425,    0.4454,    0.4481,    0.4507,    0.4531,    0.4555,    0.4577,    0.4598,    0.4618,    0.4637,    0.4655,    0.4672,    0.4688,    0.4704,    0.4719,    0.4733,    0.4746,    0.4758,    0.4771,    0.4782,    0.4793,    0.4803,    0.4813,    0.4822,    0.4831,    0.4839,    0.4847,    0.4855,    0.4862,    0.4869,    0.4876,    0.4882,    0.4888,    0.4893,    0.4899,    0.4904,    0.4908,    0.4913,    0.4917,    0.4921,    0.4925,    0.4929,    0.4933,    0.4936,    0.4939,    0.4942,    0.4945,    0.4948,     0.495,    0.4953]
[      0.6,  0.001944,   0.01088,   0.02964,    0.0554,   0.08402,     0.113,    0.1412,    0.1679,    0.1929,    0.2164,    0.2382,    0.2585,    0.2774,    0.2951,    0.3117,    0.3271,    0.3416,    0.3553,    0.3681,    0.3801,    0.3915,    0.4022,    0.4123,    0.4219,     0.431,    0.4395,    0.4476,    0.4553,    0.4626,    0.4695,     0.476,    0.4823,    0.4882,    0.4937,    0.4991,    0.5041,    0.5089,    0.5134,    0.5177,    0.5218,    0.5257,    0.5294,    0.5329,    0.5363,    0.5395,    0.5425,    0.5453,    0.5481,    0.5506,    0.5531,    0.5554,    0.5576,    0.5597,    0.5617,    0.5637,    0.5655,    0.5672,    0.5688,    0.5704,    0.5718,    0.5732,    0.5746,    0.5758,     0.577,    0.5782,    0.5793,    0.5803,    0.5813,    0.5822,    0.5831,    0.5839,    0.5847,    0.5855,    0.5862,    0.5869,    0.5875,    0.5882,    0.5888,    0.5893,    0.5898,    0.5903,    0.5908,    0.5913,    0.5917,    0.5921,    0.5925,    0.5929,    0.5932,    0.5936,    0.5939,    0.5942,    0.5945,    0.5948,     0.595,    0.5953,    0.5955]
[      0.7,   0.01101,   0.04623,   0.09628,    0.1461,    0.1916,     0.232,    0.2677,    0.2994,    0.3275,    0.3528,    0.3754,     0.396,    0.4147,    0.4318,    0.4475,     0.462,    0.4755,    0.4879,    0.4995,    0.5104,    0.5205,      0.53,    0.5389,    0.5473,    0.5553,    0.5627,    0.5698,    0.5764,    0.5827,    0.5886,    0.5943,    0.5996,    0.6047,    0.6095,     0.614,    0.6183,    0.6224,    0.6263,      0.63,    0.6335,    0.6368,    0.6399,    0.6429,    0.6458,    0.6485,     0.651,    0.6535,    0.6558,     0.658,    0.6601,    0.6621,     0.664,    0.6658,    0.6675,    0.6691,    0.6706,    0.6721,    0.6735,    0.6748,     0.676,    0.6772,    0.6784,    0.6794,    0.6805,    0.6814,    0.6824,    0.6832,    0.6841,    0.6849,    0.6856,    0.6863,     0.687,    0.6877,    0.6883,    0.6889,    0.6894,    0.6899,    0.6904,    0.6909,    0.6914,    0.6918,    0.6922,    0.6926,     0.693,    0.6933,    0.6936,     0.694,    0.6943,    0.6945,    0.6948,    0.6951,    0.6953,    0.6955,    0.6958,     0.696,    0.6962]
[      0.8,   0.06235,    0.1746,    0.2622,    0.3291,    0.3816,    0.4238,    0.4587,     0.488,    0.5131,    0.5349,    0.5541,    0.5711,    0.5862,    0.5999,    0.6124,    0.6237,    0.6341,    0.6437,    0.6525,    0.6607,    0.6684,    0.6755,    0.6822,    0.6884,    0.6943,    0.6998,     0.705,    0.7099,    0.7145,    0.7189,     0.723,    0.7269,    0.7306,    0.7341,    0.7374,    0.7406,    0.7436,    0.7464,    0.7491,    0.7516,    0.7541,    0.7563,    0.7585,    0.7606,    0.7626,    0.7644,    0.7662,    0.7679,    0.7695,     0.771,    0.7724,    0.7738,    0.7751,    0.7764,    0.7775,    0.7787,    0.7797,    0.7807,    0.7817,    0.7826,    0.7835,    0.7843,    0.7851,    0.7858,    0.7865,    0.7872,    0.7878,    0.7884,     0.789,    0.7895,    0.7901,    0.7906,     0.791,    0.7915,    0.7919,    0.7923,    0.7927,     0.793,    0.7934,    0.7937,     0.794,    0.7943,    0.7946,    0.7949,    0.7951,    0.7954,    0.7956,    0.7958,     0.796,    0.7962,    0.7964,    0.7966,    0.7968,    0.7969,    0.7971,    0.7972]
