0.0625,0.191406
0.03125,0.0947266
0.015625,0.0471191
0.0078125,0.0234985
0.00390625,0.011734
0.00195312,0.00586319
0.000976562,0.00293064
0.000488281,0.00146508
0.000244141,0.000732481
0.00012207,0.000366226
6.10352e-05,0.000183109
3.05176e-05,9.15537e-05
1.52588e-05,4.57766e-05
7.62939e-06,2.28882e-05
3.8147e-06,1.14441e-05
1.90735e-06,5.72205e-06
9.53674e-07,2.86102e-06
4.76837e-07,1.43051e-06
2.38419e-07,7.15256e-07
1.19209e-07,3.57628e-07
5.96046e-08,1.78814e-07
2.98023e-08,8.9407e-08
1.49012e-08,4.47035e-08
7.45058e-09,2.98023e-08
3.72529e-09,0
1.86265e-09,0
9.31323e-10,0
4.65661e-10,0
2.32831e-10,0
1.16415e-10,0
5.82077e-11,0
2.91038e-11,0
1.45519e-11,0
7.27596e-12,0
3.63798e-12,0
1.81899e-12,0
9.09495e-13,0
0.0625,0.0078125
0.03125,0.00195312
0.015625,0.000488281
0.0078125,0.00012207
0.00390625,3.05176e-05
0.00195312,7.62939e-06
0.000976562,1.90735e-06
0.000488281,4.76837e-07
0.000244141,1.19209e-07
0.00012207,2.98023e-08
6.10352e-05,7.45058e-09
3.05176e-05,1.86265e-09
1.52588e-05,4.65661e-10
7.62939e-06,1.16415e-10
3.8147e-06,0
1.90735e-06,0
9.53674e-07,0
4.76837e-07,0
2.38419e-07,0
1.19209e-07,0
5.96046e-08,0
2.98023e-08,0
1.49012e-08,0
7.45058e-09,0
3.72529e-09,0
1.86265e-09,0
9.31323e-10,0
4.65661e-10,0
2.32831e-10,0
1.16415e-10,0
5.82077e-11,0
2.91038e-11,0
1.45519e-11,0
7.27596e-12,0
3.63798e-12,0
1.81899e-12,0
9.09495e-13,0
0.0625,0.0078125
0.03125,0.00195312
0.015625,0.000488281
0.0078125,0.00012207
0.00390625,3.05176e-05
0.00195312,7.62939e-06
0.000976562,1.90735e-06
0.000488281,4.76837e-07
0.000244141,1.19209e-07
0.00012207,2.98023e-08
6.10352e-05,7.45058e-09
3.05176e-05,1.86265e-09
1.52588e-05,4.65661e-10
7.62939e-06,1.16415e-10
3.8147e-06,0
1.90735e-06,0
9.53674e-07,0
4.76837e-07,0
2.38419e-07,0
1.19209e-07,0
5.96046e-08,0
2.98023e-08,0
1.49012e-08,0
7.45058e-09,0
3.72529e-09,0
1.86265e-09,0
9.31323e-10,0
4.65661e-10,0
2.32831e-10,0
1.16415e-10,0
5.82077e-11,0
2.91038e-11,0
1.45519e-11,0
7.27596e-12,0
3.63798e-12,0
1.81899e-12,0
9.09495e-13,0
0.0625,2.04082
0.03125,2.02062
0.015625,2.01036
0.0078125,2.00519
0.00390625,2.0026
0.00195312,2.0013
0.000976562,2.00065
0.000488281,2.00033
0.000244141,2.00016
0.00012207,2.00008
6.10352e-05,2.00004
3.05176e-05,2.00002
1.52588e-05,2.00001
7.62939e-06,2.00001
3.8147e-06,2.00001
1.90735e-06,2
9.53674e-07,2
4.76837e-07,2
2.38419e-07,2
1.19209e-07,2
5.96046e-08,2
2.98023e-08,2
1.49012e-08,2
7.45058e-09,1.5
3.72529e-09,inf
1.86265e-09,nan
9.31323e-10,nan
4.65661e-10,nan
2.32831e-10,nan
1.16415e-10,nan
5.82077e-11,nan
2.91038e-11,nan
1.45519e-11,nan
7.27596e-12,nan
3.63798e-12,nan
1.81899e-12,nan
9.09495e-13,nan
0.0625,2.11765
0.03125,2.06061
0.015625,2.03077
0.0078125,2.0155
0.00390625,2.00778
0.00195312,2.0039
0.000976562,2.00195
0.000488281,2.00098
0.000244141,2.00049
0.00012207,2.00024
6.10352e-05,2.00012
3.05176e-05,2.00006
1.52588e-05,2.00003
7.62939e-06,2.00002
3.8147e-06,2.00001
1.90735e-06,2.00001
9.53674e-07,2
4.76837e-07,2
2.38419e-07,2
1.19209e-07,2
5.96046e-08,2
2.98023e-08,2
1.49012e-08,2
7.45058e-09,3
3.72529e-09,0.5
1.86265e-09,inf
9.31323e-10,nan
4.65661e-10,nan
2.32831e-10,nan
1.16415e-10,nan
5.82077e-11,nan
2.91038e-11,nan
1.45519e-11,nan
7.27596e-12,nan
3.63798e-12,nan
1.81899e-12,nan
9.09495e-13,nan
